(1, 332, 270, 0, 0)
(2, 331, 270, 0, 0)
(3, 332, 271, 0, 0)
(4, 332, 272, 0, 0)
(5, 332, 272, 0, 0)
(6, 331, 272, 0, 0)
(7, 332, 272, 0, 0)
(8, 332, 272, 0, 0)
(9, 332, 271, 0, 0)
(10, 332, 271, 0, 0)
(11, 332, 271, 0, 0)
(12, 332, 271, 0, 0)
(13, 332, 271, 0, 0)
(14, 332, 271, 0, 0)
(15, 332, 271, 0, 0)
(16, 332, 271, 0, 0)
(17, 332, 271, 0, 0)
(18, 332, 271, 0, 0)
(19, 332, 271, 0, 0)
(20, 332, 271, 0, 0)
(21, 332, 271, 0, 0)
(22, 332, 271, 0, 0)
(23, 332, 271, 0, 0)
(24, 332, 271, 0, 0)
(25, 332, 271, 0, 0)
(26, 332, 271, 0, 0)
(27, 332, 271, 0, 0)
(28, 331, 271, 0, 0)
(29, 332, 271, 0, 0)
(30, 331, 271, 0, 0)
(31, 331, 271, 0, 0)
(32, 331, 271, 0, 0)
(33, 331, 271, 0, 0)
(34, 331, 271, 0, 0)
(35, 331, 271, 0, 0)
(36, 331, 271, 0, 0)
(37, 331, 271, 0, 0)
(38, 331, 271, 0, 0)
(39, 331, 271, 0, 0)
(40, 331, 271, 0, 0)
(41, 331, 271, 0, 0)
(42, 331, 271, 0, 0)
(43, 331, 271, 0, 0)
(44, 331, 271, 0, 0)
(45, 331, 271, 0, 0)
(46, 331, 271, 0, 0)
(47, 331, 271, 0, 0)
(48, 331, 271, 0, 0)
(49, 331, 271, 0, 0)
(50, 331, 271, 0, 0)
(51, 331, 271, 0, 0)
(52, 331, 271, 0, 0)
(53, 331, 271, 0, 0)
(54, 331, 271, 0, 0)
(55, 331, 271, 0, 0)
(56, 331, 271, 0, 0)
(57, 331, 271, 0, 0)
(58, 331, 271, 0, 0)
(59, 331, 271, 0, 0)
(60, 331, 271, 0, 0)
(61, 331, 271, 0, 0)
(62, 331, 271, 0, 0)
(63, 331, 271, 0, 0)
(64, 331, 271, 0, 0)
(65, 331, 271, 0, 0)
(66, 331, 271, 0, 0)
(67, 330, 269, 0, 0)
(68, 330, 269, 0, 0)
(69, 330, 269, 0, 0)
(70, 332, 272, 0, 0)
(71, 332, 272, 0, 0)
(72, 331, 271, 0, 0)
(78, 343, 208, 0, 0)
(79, 345, 203, 0, 0)
(80, 349, 201, 0, 0)
(81, 347, 202, 0, 0)
(90, 383, 133, 0, 0)
(91, 382, 130, 0, 0)
(92, 382, 130, 0, 0)
(93, 384, 130, 0, 0)
(94, 382, 130, 0, 0)
(95, 386, 132, 0, 0)
(96, 386, 132, 0, 0)
(97, 384, 131, 0, 0)
(98, 382, 130, 0, 0)
(99, 382, 130, 0, 0)
(100, 384, 131, 0, 0)
(101, 384, 132, 0, 0)
(102, 386, 131, 0, 0)
(113, 253, 181, 0, 0)
(114, 251, 180, 0, 0)
(115, 254, 182, 0, 0)
(116, 251, 183, 0, 0)
(117, 253, 181, 0, 0)
(118, 255, 179, 0, 0)
(122, 250, 142, 0, 0)
(123, 247, 139, 0, 0)
(124, 247, 136, 0, 0)
(125, 246, 135, 0, 0)
(126, 247, 136, 0, 0)
(127, 244, 135, 0, 0)
(128, 244, 135, 0, 0)
(129, 244, 135, 0, 0)
(130, 247, 135, 0, 0)
(131, 247, 135, 0, 0)
(132, 247, 135, 0, 0)
(133, 247, 135, 0, 0)
(134, 247, 135, 0, 0)
(135, 244, 135, 0, 0)
(140, 225, 96, 0, 0)
(141, 225, 94, 0, 0)
(142, 224, 94, 0, 0)
(143, 224, 87, 0, 0)
(144, 224, 88, 0, 0)
(145, 225, 90, 0, 0)
(172, 540, 170, 0, 0)
(173, 538, 171, 0, 0)
(174, 543, 170, 0, 0)
(175, 538, 175, 0, 0)
(176, 539, 175, 0, 0)
(177, 538, 175, 0, 0)
(178, 542, 176, 0, 0)
(179, 543, 170, 0, 0)
(180, 540, 174, 0, 0)
(181, 543, 175, 0, 0)
(182, 540, 172, 0, 0)
(183, 541, 176, 0, 0)
(184, 540, 172, 0, 0)
(185, 540, 172, 0, 0)
(188, 542, 141, 0, 0)
(189, 542, 143, 0, 0)
(190, 542, 143, 0, 0)
(191, 543, 142, 0, 0)
(192, 543, 142, 0, 0)
(193, 541, 149, 0, 0)
(195, 535, 151, 0, 0)
(196, 531, 151, 0, 0)
(197, 535, 152, 0, 0)
(200, 539, 167, 0, 0)
(201, 540, 168, 0, 0)
(202, 539, 171, 0, 0)
(203, 540, 173, 0, 0)
(204, 539, 169, 0, 0)
(205, 539, 169, 0, 0)
(206, 542, 175, 0, 0)
(207, 540, 169, 0, 0)
(208, 542, 175, 0, 0)
(209, 542, 175, 0, 0)
(210, 539, 169, 0, 0)
